record_id,sector,employees,month,revenue_usd,opex_usd,accounts_receivable_days,inventory_days,loan_balance_usd,owner_injections_usd,cashflow_stress_next_month
R00672,Retail,75,2024-02,40384.83,34282.0,10,19,84806.9,12431.35,0
R00673,IT Services,74,2025-01,59346.09,58646.6,53,1,54049.74,1773.3,0
R00674,Logistics,84,2024-07,85012.6,62444.57,44,0,36529.82,7052.66,0
R00675,Logistics,68,2024-11,44646.79,30915.09,35,20,19549.31,3016.44,0
R00676,IT Services,76,2025-02,70217.18,64802.96,10,27,7859.11,0,0
R00677,Logistics,58,2024-03,48461.14,42901.32,50,54,14337.69,3910.7,1
R00678,Logistics,3,2024-01,10656.71,6390.03,41,38,13558.48,5271.95,1
R00679,Hospitality,68,2025-04,55595.44,54376.69,10,18,66371.15,298.56,0
R00680,Hospitality,91,2024-12,58013.53,47752.71,37,28,56531.55,0,0
R00681,Logistics,10,2024-06,15761.18,15548.28,29,12,24818.71,3912.1,0
R00682,Manufacturing,64,2024-05,61777.71,38086.92,12,8,33455.35,0,0
R00683,Retail,80,2025-03,68085.21,57549.72,28,48,57646.09,3443.37,0
R00684,IT Services,62,2024-09,44330.59,42435.52,50,19,51833.85,3393.28,0
R00685,Hospitality,76,2024-04,76005.01,44445.08,56,0,21068.79,6058.71,0
R00686,Manufacturing,112,2024-03,111755.54,82635.18,33,14,20204.71,3023.28,0
R00687,IT Services,84,2025-01,85803.39,77108.42,43,19,38314.91,5862.87,0
R00688,Hospitality,70,2024-05,65025.25,59995.56,10,13,49149.51,9651.83,0
R00689,Manufacturing,59,2024-12,49988.22,49293.91,38,21,67537.95,10226.37,0
R00690,Logistics,120,2024-03,76232.95,57776.92,37,25,57202.5,8107.83,0
R00691,Retail,36,2024-03,45718.49,39997.02,29,36,46346.79,7792.24,0
R00692,Manufacturing,102,2024-09,77615.12,67228.66,25,45,13313.31,3306.88,0
R00693,Hospitality,49,2025-05,39513.46,24898.08,19,16,72994.26,5206.72,0
R00694,Manufacturing,72,2024-05,64087.56,58519.1,56,28,35775.57,10445.69,0
R00695,Retail,11,2024-02,28956.58,28442.47,66,42,35762.23,0,0
R00696,Healthcare,117,2025-02,92583.84,56497.81,35,46,28207.53,6954.91,0
R00697,Retail,93,2025-03,61371.89,41205.52,35,0,0,0,0
R00698,Healthcare,14,2025-02,5708.66,3361.51,54,23,43542.66,10126.12,0
R00699,Manufacturing,99,2025-05,80163.41,86150.45,37,34,19183.76,0,0
R00700,Healthcare,102,2024-11,83425.0,89730.64,39,16,0,0,0
R00701,Healthcare,13,2025-03,9423.98,6119.68,42,21,60991.44,8290.29,0
R00702,Healthcare,53,2024-10,50454.05,32536.76,62,1,24248.19,5377.17,1
R00703,Hospitality,30,2024-10,25608.65,25339.9,35,28,20809.83,4086.24,0
R00704,Retail,70,2024-03,62741.75,43006.64,41,57,31838.04,0,0
R00705,Manufacturing,36,2024-10,42342.81,33536.33,28,7,66532.84,8434.39,0
R00706,Retail,118,2024-04,98564.66,101307.77,15,20,64461.02,5255.54,1
R00707,Logistics,91,2024-08,82821.25,59233.95,33,31,57350.92,8397.88,0
R00708,IT Services,107,2025-01,91256.51,64526.07,23,0,32359.04,1572.0,0
R00709,IT Services,67,2025-05,55396.55,42476.35,57,12,32263.06,4500.22,0
R00710,Logistics,48,2024-06,48914.22,39805.43,27,42,37277.23,0,0
R00711,Manufacturing,66,2024-05,55557.59,48974.09,39,38,53026.21,808.82,0
R00712,Hospitality,112,2024-07,75785.72,51042.68,43,21,10138.0,7090.11,0
R00713,Hospitality,68,2024-11,65398.89,57847.98,10,1,46318.9,3393.12,0
R00714,Logistics,61,2025-01,55466.2,56608.35,28,31,38436.62,4301.16,0
R00715,IT Services,94,2024-07,87019.66,83295.47,35,68,33196.35,803.07,1
R00716,IT Services,83,2024-11,77376.26,56389.88,21,30,27164.91,3671.64,0
R00717,Logistics,71,2025-07,58161.52,59396.87,45,12,44447.97,8627.64,0
R00718,Healthcare,11,2025-04,10406.73,7832.63,25,10,985.44,3428.15,0
R00719,Healthcare,99,2024-05,74351.64,62735.04,38,39,46428.37,4027.41,0
R00720,Manufacturing,75,2024-01,50556.03,42568.61,34,10,23412.87,3450.47,1
R00721,Logistics,43,2025-06,36987.24,34705.09,43,43,27767.76,3439.93,0
R00722,Logistics,18,2025-05,18968.51,16335.71,17,45,69878.95,0,1
R00723,Hospitality,80,2025-02,78258.58,74110.36,42,19,39704.27,2456.56,1
R00724,IT Services,67,2024-02,58556.67,40222.66,59,48,58850.98,10977.17,1
R00725,Hospitality,50,2024-11,29592.28,28675.65,10,2,58327.64,0,0
R00726,Manufacturing,100,2025-03,84435.71,55397.11,22,40,74957.18,10527.62,1
R00727,Hospitality,13,2024-05,17361.68,11206.92,38,28,63114.95,11437.17,0
R00728,Hospitality,46,2024-10,55651.51,58715.37,18,53,46025.95,4951.88,0
R00729,Retail,68,2025-03,47430.39,42604.53,21,15,68819.81,5922.68,0
R00730,Retail,20,2024-03,21307.73,20616.69,43,30,8925.85,0,0
R00731,Hospitality,70,2024-12,55056.37,52036.68,13,46,9815.01,0,0
R00732,Retail,5,2024-05,7490.21,6900.65,34,42,26554.66,1524.21,1
R00733,Retail,48,2024-11,41441.41,43906.36,55,9,21805.43,2921.97,0
R00734,Logistics,38,2025-01,40700.54,37698.54,10,39,33697.43,12357.09,1
R00735,Hospitality,91,2025-08,84452.46,57084.4,54,19,31524.74,10845.67,0
R00736,Logistics,39,2024-09,46953.99,40211.61,56,29,38419.13,3715.79,0
R00737,IT Services,96,2024-01,89959.18,75477.27,23,20,52855.55,4186.23,0
R00738,IT Services,19,2025-07,27038.38,16977.43,55,26,9714.01,5095.03,0
R00739,IT Services,27,2025-03,28355.1,20468.48,13,41,22144.17,9584.27,0
R00740,Retail,65,2025-02,51426.69,37467.74,55,50,75392.01,3369.92,0
R00741,Healthcare,29,2024-12,28515.72,28434.75,25,24,35299.61,1336.63,0
R00742,IT Services,37,2024-05,29677.0,19962.21,45,79,15829.57,8856.34,0
R00743,Hospitality,42,2024-11,48847.23,43441.93,37,0,31257.85,0,0
R00744,IT Services,111,2024-09,73957.07,74232.24,41,12,60956.43,14101.54,0
R00745,Manufacturing,86,2025-05,63119.58,42683.41,51,7,31877.95,10921.45,0
R00746,Healthcare,115,2024-06,107471.41,88884.63,31,8,27722.93,5308.2,0
R00747,Retail,95,2024-07,81215.44,59506.06,36,19,22557.3,5362.11,0
R00748,Hospitality,31,2024-12,30369.24,27907.74,17,20,13087.59,1578.32,0
R00749,Manufacturing,109,2024-07,92694.35,58257.31,40,18,13866.75,0,0
R00750,IT Services,55,2025-06,46808.29,47543.63,13,26,64138.3,8.5,0
R00751,Hospitality,91,2024-06,88696.76,56509.28,16,32,68843.34,41.6,0
R00752,Logistics,79,2024-07,82309.52,63784.73,20,28,26733.51,6566.58,0
R00753,Logistics,14,2024-02,7229.74,6569.45,38,62,72135.19,277.26,0
R00754,IT Services,80,2025-03,71953.53,44672.86,25,52,24298.77,4905.15,0
R00755,IT Services,3,2024-12,10775.04,7645.72,14,21,30887.13,0,0
R00756,Healthcare,85,2024-09,59735.93,42719.12,24,28,89524.44,1527.07,0
R00757,Logistics,79,2024-07,74975.11,73603.35,27,21,48074.71,3114.65,0
R00758,Hospitality,31,2024-07,52352.98,38269.46,25,16,24477.19,6550.9,0
R00759,Manufacturing,111,2025-02,107074.13,78128.55,48,14,47785.46,0,0
R00760,Retail,13,2024-10,21837.16,14497.39,20,19,43138.71,10605.98,0
R00761,Logistics,51,2024-04,34442.53,26597.54,40,24,0,441.3,0
R00762,Healthcare,106,2024-06,87202.25,63058.66,10,4,73621.05,930.19,0
R00763,Manufacturing,81,2024-09,88820.1,55248.1,50,25,0,957.64,0
R00764,IT Services,102,2024-03,74478.36,73724.01,22,25,9083.81,2206.73,1
R00765,IT Services,71,2024-03,64730.12,57517.25,42,27,46843.32,614.82,0
R00766,Healthcare,67,2025-03,56747.2,53198.97,33,29,48038.85,5125.59,0
R00767,Healthcare,37,2025-08,37519.89,35860.22,38,33,39091.39,5628.18,0
R00768,Retail,71,2024-10,46938.5,42077.58,34,20,54781.71,6578.77,1
R00769,Logistics,19,2025-07,28376.55,16862.05,52,0,89368.6,5780.85,0
R00770,IT Services,85,2024-09,62301.38,60347.21,42,47,27885.65,2475.84,1
R00771,Retail,31,2024-04,40889.64,43771.08,27,43,39780.93,10001.57,0
R00772,Healthcare,116,2025-03,79765.16,80654.61,52,48,32899.8,9551.26,0
R00773,Retail,118,2024-09,103230.51,71640.49,63,24,28550.5,8151.45,0
R00774,Manufacturing,89,2024-09,79701.0,77072.17,37,11,22526.2,0,0
R00775,Manufacturing,88,2025-06,90360.27,64646.45,47,27,5592.16,3738.34,0
R00776,Logistics,67,2024-10,66622.27,68973.42,21,42,68616.03,6398.19,0
R00777,Retail,12,2025-01,20680.46,14454.2,38,23,32293.66,0,0
R00778,Retail,21,2024-04,16008.01,12997.31,40,37,27113.33,14494.63,0
R00779,Hospitality,34,2025-08,48482.75,47400.29,10,21,33259.41,2104.45,0
R00780,Retail,67,2025-07,62036.27,44671.93,35,0,0,2725.14,0
R00781,Healthcare,58,2024-12,51359.15,39427.02,47,11,16627.17,10929.76,0
R00782,IT Services,54,2025-03,46897.23,44141.05,59,50,4511.28,2889.99,0
R00783,Healthcare,70,2025-01,55306.76,35870.14,31,5,7346.17,4874.75,1
R00784,Healthcare,12,2025-01,5176.34,5265.64,29,22,31386.36,3651.89,0
R00785,Hospitality,17,2025-01,11058.46,11273.92,20,32,16066.06,11087.28,0
R00786,IT Services,71,2024-11,79018.96,53720.97,38,25,36916.04,4796.79,1
R00787,Manufacturing,71,2024-11,62615.32,45236.41,36,20,41814.63,5071.48,0
R00788,Healthcare,51,2025-06,51702.49,38195.67,20,45,34917.82,0,0
R00789,Manufacturing,88,2024-06,74206.86,66007.46,28,37,0,5316.79,1
R00790,Retail,15,2024-10,15141.25,9210.82,12,29,64656.06,1847.05,0
R00791,Manufacturing,85,2025-03,60485.81,56749.34,34,34,72527.1,4709.59,0
R00792,Manufacturing,109,2025-08,87740.9,81669.3,49,0,32909.06,0,0
R00793,IT Services,3,2024-01,20901.71,18285.4,49,23,23545.93,3559.39,0
R00794,Retail,98,2025-04,83141.13,60103.0,63,3,26956.52,0,0
R00795,IT Services,93,2025-07,74036.46,77190.57,60,39,43351.33,4354.28,0
R00796,Hospitality,57,2025-06,54757.95,52256.74,24,12,50306.78,6836.31,0
R00797,Hospitality,4,2025-01,5565.72,3835.07,15,28,50929.87,3446.48,0
R00798,Manufacturing,11,2025-02,25806.36,18828.01,51,22,30556.65,1409.08,0
R00799,Manufacturing,14,2024-05,30438.6,25810.97,24,2,33887.87,9958.85,0
R00800,Healthcare,105,2025-05,87773.82,92604.19,41,16,42883.1,2312.96,0
R00801,Retail,77,2025-06,61447.63,57571.27,10,4,30515.78,1434.18,1
R00802,Hospitality,79,2025-04,63251.8,61778.73,25,0,17788.35,3391.67,0
R00803,Logistics,41,2024-07,48436.7,33833.24,38,52,42252.75,3248.15,1
R00804,Manufacturing,42,2024-03,32416.58,31146.7,37,38,35231.15,6736.3,0
R00805,Hospitality,106,2024-03,79424.74,56507.7,39,27,27856.89,3517.22,0
R00806,Hospitality,10,2025-07,20147.62,17760.04,14,56,26276.37,1855.48,0
R00807,Hospitality,59,2024-10,53945.78,36007.7,14,73,17612.04,3871.05,0
R00808,Hospitality,21,2025-02,22488.85,16958.81,28,52,37354.0,4462.44,0
R00809,Logistics,110,2025-08,83700.1,51318.12,34,0,22299.53,0,0
R00810,IT Services,56,2024-05,51910.11,32376.58,22,31,0,1548.45,0
R00811,Healthcare,95,2024-10,84424.98,81402.3,29,0,37031.2,1147.62,0
R00812,Hospitality,11,2024-02,15146.68,9140.78,64,33,66762.46,11201.97,0
R00813,Logistics,52,2025-05,44501.18,35012.86,45,46,73893.31,6139.31,1
R00814,Logistics,6,2024-01,7698.7,8257.78,26,64,76776.2,0,0
R00815,Manufacturing,50,2024-05,51399.77,46342.39,23,14,23762.9,8106.39,0
R00816,Logistics,106,2025-03,87493.05,52920.02,36,40,63956.46,3750.35,0
R00817,Hospitality,45,2024-11,49767.92,32873.3,32,43,13959.67,2939.4,0
R00818,Retail,73,2024-01,67210.64,60896.69,54,7,49962.55,4405.25,0
R00819,Healthcare,21,2024-03,24193.43,20597.22,50,38,76106.27,6077.25,0
R00820,Logistics,97,2024-07,73328.14,72278.05,42,8,61999.47,4761.54,0
R00821,Healthcare,24,2024-10,17014.65,10172.34,38,34,41231.86,4359.22,0
R00822,Manufacturing,77,2024-11,82741.32,85636.37,33,2,21258.64,2951.44,0
R00823,Retail,60,2024-11,51296.97,45813.23,15,26,19374.43,3436.74,1
R00824,IT Services,73,2024-05,69871.47,67685.73,23,27,12810.83,2645.86,0
R00825,Logistics,80,2024-09,80768.13,68466.25,71,57,43315.58,4199.74,1
R00826,Hospitality,102,2025-05,77676.44,54381.45,49,22,75173.35,6384.6,0
R00827,Retail,51,2025-06,45260.36,33860.7,10,30,13366.8,0,0
R00828,Healthcare,5,2024-05,4000,3068.42,26,23,0,3211.82,0
R00829,Manufacturing,60,2025-08,50252.98,50716.3,35,56,24105.68,1577.84,1
R00830,Logistics,15,2025-05,21422.02,15156.2,46,35,49189.85,5326.04,0
R00831,Retail,31,2025-06,31104.28,30819.13,40,35,0,0,1
R00832,Logistics,95,2025-07,68871.02,67645.85,40,36,74075.09,0,0
R00833,Hospitality,58,2024-04,52674.61,40016.93,45,20,20544.27,0,0
R00834,Healthcare,66,2024-06,50772.89,54379.28,70,66,45578.0,0,0
R00835,Logistics,35,2024-03,53464.87,48146.25,38,37,38761.87,0,0
R00836,Retail,71,2025-05,56547.14,39242.83,43,29,51596.66,7031.7,0
R00837,Healthcare,78,2025-06,41221.33,33971.87,41,19,0,9833.53,0
R00838,Hospitality,89,2025-06,60152.32,36032.39,53,0,30669.77,5021.23,0
R00839,Hospitality,93,2025-04,74262.18,69878.81,38,54,21115.54,6706.69,0
R00840,Hospitality,85,2024-01,64367.09,57336.86,15,5,34371.88,6.8,0
R00841,Healthcare,47,2024-07,40747.65,43499.84,43,10,60819.38,6419.25,0
R00842,Logistics,97,2025-06,80989.67,76930.06,50,28,13194.2,0,0
R00843,Retail,120,2024-09,93013.21,72046.02,38,13,38675.58,3360.45,0
R00844,Healthcare,83,2024-01,80707.1,84144.59,41,30,42679.13,2821.0,1
R00845,Hospitality,31,2024-03,28565.78,25750.51,35,44,36725.06,7991.55,0
R00846,Retail,112,2024-11,90376.22,71230.65,43,48,31187.82,0,0
R00847,Hospitality,30,2025-06,28290.12,27055.74,50,67,0,3724.44,0
R00848,Retail,21,2025-07,22589.02,19067.86,31,26,21245.09,5022.74,0
R00849,Manufacturing,116,2025-01,89955.51,90699.7,56,40,38094.49,4210.84,0
R00850,Healthcare,31,2025-06,26864.27,20264.95,33,49,8337.41,5171.11,0
R00851,Logistics,59,2024-09,54973.34,55696.22,48,31,51191.48,4318.34,1
R00852,Logistics,33,2024-11,36625.07,37295.82,65,64,31260.37,5562.93,0
R00853,Manufacturing,81,2024-09,72385.56,75532.16,52,42,68075.83,3014.76,1
R00854,Logistics,95,2025-05,81438.24,69073.81,53,30,30589.98,1192.89,0
R00855,IT Services,93,2024-03,80640.68,72406.02,49,48,0,8627.36,0
R00856,Hospitality,71,2024-10,64606.88,65494.69,62,11,43384.8,2458.69,1
R00857,Healthcare,100,2024-08,87980.23,54182.29,41,23,59025.29,3462.85,0
R00858,Hospitality,63,2024-10,63568.87,38739.35,48,15,9451.61,9850.44,0
R00859,Retail,83,2025-03,51804.12,33014.19,28,40,19504.31,9584.43,0
R00860,IT Services,120,2025-02,96172.48,67884.08,56,50,0,0,1
R00861,IT Services,49,2024-09,53093.4,49449.58,56,22,26283.78,10573.94,0
R00862,Hospitality,43,2024-12,40260.06,36590.15,36,46,54658.98,0,0
R00863,Manufacturing,5,2024-08,4000,4286.25,41,0,40731.48,3452.49,0
R00864,Logistics,66,2024-11,64869.94,41265.18,52,38,42981.45,3518.02,0
R00865,Retail,70,2024-06,61001.49,40618.26,42,28,5120.68,5416.55,0
R00866,Hospitality,54,2025-01,44467.56,33772.55,15,84,31320.39,6456.78,0
R00867,Logistics,53,2025-03,39773.61,25927.0,39,10,52091.74,2193.85,0
R00868,Logistics,106,2025-01,92696.04,66710.68,50,28,51837.26,0,0
R00869,Retail,38,2024-11,20810.46,21819.84,43,11,60233.86,4467.09,0
R00870,Logistics,40,2025-08,30402.86,19907.1,41,18,0,7487.12,0
R00871,IT Services,108,2024-08,85703.09,67255.47,31,20,36458.91,0,0
R00872,Manufacturing,26,2025-07,32493.28,31713.42,58,48,0,5030.19,0
R00873,IT Services,38,2025-01,39348.88,32394.77,26,27,29714.03,2395.63,0
R00874,Manufacturing,78,2024-08,72820.74,70808.91,31,30,10528.3,4978.94,1
R00875,Hospitality,76,2024-07,48532.75,46428.41,57,28,41622.23,0,0
R00876,Healthcare,84,2024-12,73366.97,70849.26,36,4,60082.37,5442.16,0
R00877,IT Services,113,2025-07,81795.51,50478.19,49,8,34401.04,4684.49,0
R00878,Healthcare,70,2025-08,57980.33,47466.71,43,57,40571.24,3946.29,0
R00879,Healthcare,62,2024-09,56288.8,57971.95,52,0,28658.12,9261.32,0
R00880,Healthcare,61,2024-04,53906.81,51686.44,40,3,0,0,0
R00881,Hospitality,52,2025-07,58033.49,59998.51,13,20,3552.88,7724.64,0
R00882,IT Services,53,2025-02,50212.47,42672.64,47,19,43820.21,0,0
R00883,Manufacturing,32,2024-01,25659.15,25961.92,27,37,47773.7,10934.51,0
R00884,Logistics,35,2024-02,35395.74,20689.69,31,24,44588.51,8068.39,0
R00885,Retail,15,2025-04,26441.48,17308.49,44,18,31525.15,6534.01,0
R00886,Logistics,64,2024-06,38327.06,38566.66,59,15,30586.38,0,0
R00887,Retail,50,2024-05,42587.13,33779.94,42,38,38668.44,1488.49,0
R00888,IT Services,24,2024-11,22308.45,23042.4,44,41,48830.71,0,0
R00889,Retail,14,2024-10,4000,3443.05,44,0,80086.78,5461.64,0
R00890,Healthcare,119,2025-05,90411.49,62311.26,43,16,35387.78,204.73,0
R00891,Logistics,36,2024-12,46671.86,29832.81,42,33,0,7051.52,0
R00892,Manufacturing,60,2024-02,57302.35,45968.08,46,20,40232.85,6790.25,0
R00893,Hospitality,89,2025-02,66933.43,54116.21,10,20,0,2195.32,0
R00894,Logistics,37,2024-09,40706.75,40871.45,28,38,72023.67,11573.53,0
R00895,Retail,118,2024-02,86059.49,86099.78,42,44,46933.06,0,0
R00896,Retail,6,2024-06,9862.53,10279.97,57,16,11831.85,3832.36,0
R00897,Manufacturing,23,2024-11,38213.57,26939.91,40,23,15403.76,6669.71,1
R00898,IT Services,26,2024-06,35388.86,23020.63,33,23,99037.88,2421.19,0
R00899,Manufacturing,84,2024-04,67415.89,68845.03,32,44,38297.89,9491.42,1
R00900,Retail,13,2025-03,17740.88,18131.42,24,20,34025.11,5644.44,0
R00901,Healthcare,102,2024-06,77330.28,68570.63,49,30,55045.36,0,0
R00902,Healthcare,55,2024-07,44493.03,29087.66,65,13,0,11766.24,1
R00903,Manufacturing,94,2025-05,84467.17,57289.18,31,36,35697.28,3241.17,0
R00904,Logistics,76,2025-06,70602.81,62903.86,18,35,0,0,0
R00905,Retail,17,2024-08,16277.63,15855.77,36,21,36454.66,2484.91,1
R00906,Logistics,87,2025-03,76210.2,60290.42,10,48,92474.8,6800.78,0
R00907,Retail,68,2024-11,50906.14,34345.95,72,48,55374.96,0,0
R00908,Logistics,27,2024-11,32524.75,34502.82,20,22,67756.06,6170.98,0
R00909,IT Services,30,2025-04,29649.02,19872.41,26,38,12533.19,6105.58,0
R00910,Hospitality,28,2024-06,27066.41,18838.51,10,24,34817.07,4958.63,0
R00911,Retail,86,2024-09,85499.23,67452.03,23,11,0,7844.81,0
R00912,Healthcare,101,2025-06,75402.41,48759.08,41,37,85613.92,3839.1,0
R00913,Hospitality,52,2024-10,41258.1,38293.95,50,13,0,2689.09,1
R00914,IT Services,112,2024-08,102362.44,67928.77,67,49,16904.77,4393.9,0
R00915,Hospitality,24,2024-09,24870.8,22235.37,32,56,66424.31,12370.92,0
R00916,Healthcare,31,2025-01,40066.54,26236.29,36,8,52606.72,2052.24,0
R00917,Manufacturing,17,2024-04,17990.38,13380.44,40,21,0,6922.29,0
R00918,Manufacturing,112,2024-09,93966.33,75593.46,26,28,0,8416.88,0
R00919,Manufacturing,17,2024-02,22966.61,17728.91,66,27,32509.25,7058.22,1
R00920,Logistics,119,2024-05,86631.83,93264.2,64,18,57369.78,7570.58,1
R00921,Logistics,21,2025-02,29458.52,30024.91,44,54,41791.84,3310.08,0
R00922,Manufacturing,5,2024-11,9203.39,7621.48,31,19,10992.95,5850.15,0
R00923,IT Services,18,2025-04,27080.72,17288.81,50,2,48066.85,7440.25,0
R00924,IT Services,82,2024-07,81082.69,76245.11,64,54,90961.76,5666.47,0
R00925,Hospitality,96,2025-05,77694.89,62200.55,19,0,58962.09,600.84,0
R00926,Hospitality,110,2024-04,66281.32,40277.57,55,26,46848.42,0,0
R00927,Healthcare,16,2025-06,36335.59,34876.14,45,32,58483.95,6405.11,0
R00928,Hospitality,90,2025-08,81128.1,60742.08,31,30,33657.82,5193.92,0
R00929,Hospitality,21,2024-09,14508.73,12184.91,21,38,35785.99,4483.9,0
R00930,Manufacturing,60,2024-11,65336.46,58149.51,26,58,29405.08,7085.06,0
R00931,IT Services,36,2025-07,16868.07,14849.12,30,55,0,10277.95,0
R00932,Logistics,9,2024-10,9385.7,6879.37,21,17,5229.26,2470.83,0
R00933,Retail,82,2025-07,62330.21,63886.5,23,31,0,995.97,0
R00934,Logistics,84,2025-08,74084.57,56518.7,33,43,27991.98,1332.92,0
R00935,Manufacturing,5,2024-08,11895.78,11487.59,39,16,38443.7,0,0
R00936,Retail,5,2024-12,7792.06,5153.64,29,22,76074.51,682.24,0
R00937,Logistics,21,2024-04,12877.27,9744.35,30,19,32193.63,4869.55,0
R00938,Logistics,103,2024-09,64443.61,44606.44,13,56,49400.27,6259.72,0
R00939,Healthcare,101,2024-04,67729.69,39871.71,10,28,9883.97,198.84,1
R00940,Logistics,14,2024-12,18986.21,18078.8,41,0,28972.73,6399.28,0
R00941,Retail,4,2025-04,15619.41,12242.78,49,52,51050.22,10677.81,1
R00942,Logistics,16,2024-11,27290.5,19196.16,15,31,50793.49,0,1
R00943,Healthcare,15,2024-06,15731.52,15327.42,17,39,36019.13,1459.34,1
R00944,Manufacturing,89,2025-02,74877.54,72955.89,52,28,48968.59,3339.24,0
R00945,Retail,93,2024-03,96423.7,65820.64,37,19,17814.76,88.15,0
R00946,IT Services,23,2025-02,29484.88,25948.01,38,35,70455.54,13397.82,0
R00947,Hospitality,61,2024-05,45549.19,35514.27,44,2,7106.19,0,0
R00948,Logistics,7,2025-07,13115.76,11336.01,31,26,12561.8,2804.1,1
R00949,IT Services,87,2024-02,61965.82,50568.18,25,32,34566.75,3170.82,0
R00950,IT Services,103,2025-03,76450.51,68357.6,51,51,39520.71,9214.71,0
R00951,Healthcare,71,2024-06,61988.96,65987.75,32,30,15951.91,2452.86,0
R00952,Healthcare,33,2024-10,34631.22,22533.8,38,39,8531.98,6109.83,0
R00953,Healthcare,94,2024-06,72080.1,59488.66,17,40,29294.26,7968.16,0
R00954,Logistics,80,2025-01,83019.8,55029.42,48,34,34149.27,3436.38,0
R00955,Retail,90,2024-12,69908.65,41249.32,30,1,61684.23,5894.43,0
R00956,IT Services,95,2025-07,87167.89,81167.47,21,10,39941.89,4634.39,0
R00957,Hospitality,15,2024-11,26547.32,23741.7,78,0,29394.07,5277.07,0
R00958,Retail,113,2024-10,99555.88,77251.78,53,37,27600.24,3216.84,0
R00959,IT Services,21,2024-10,22988.4,21297.91,52,12,46660.45,0,1
R00960,Healthcare,34,2024-01,42030.73,24937.64,35,9,17387.24,12069.55,0
R00961,IT Services,120,2025-01,89081.99,54864.31,58,33,71640.29,3129.32,0
R00962,Healthcare,104,2024-06,79829.66,75110.77,42,7,27675.68,0,0
R00963,Retail,117,2024-05,95300.3,70136.0,57,23,21046.43,0,0
R00964,Logistics,99,2025-03,79722.5,75579.9,65,66,59522.54,10191.49,0
R00965,IT Services,60,2025-06,43572.69,31515.45,25,62,32290.43,6484.19,0
R00966,Logistics,18,2025-02,24955.06,16688.8,23,32,37967.55,3354.39,0
R00967,Hospitality,63,2024-09,58148.61,43135.31,30,10,31814.97,8297.3,1
R00968,Healthcare,61,2025-06,51128.56,31552.24,52,21,22744.09,4861.61,0
R00969,IT Services,97,2025-05,73879.28,77200.62,45,41,38003.48,1553.72,1
R00970,Hospitality,56,2024-01,53737.25,54823.85,30,57,60033.8,3228.86,0
R00971,Retail,116,2024-07,94574.15,63984.32,15,67,88108.46,0,0
R00972,Hospitality,106,2024-12,96544.53,78791.16,10,4,14063.69,0,0
R00973,Manufacturing,86,2025-08,77368.7,82855.03,35,19,62902.12,0,0
R00974,Retail,49,2024-01,40997.87,26606.53,41,22,39829.73,1749.3,0
R00975,Hospitality,96,2025-07,72893.21,57127.39,48,12,55576.27,0,0
R00976,Manufacturing,84,2025-04,65462.58,69343.1,24,27,6674.94,2106.24,1
R00977,Healthcare,10,2024-06,17599.81,14985.33,45,0,75537.11,4106.34,0
R00978,Healthcare,70,2025-07,55653.78,56729.06,57,41,0,0,0
R00979,Logistics,87,2024-07,83377.11,68462.09,15,51,61128.1,6547.09,0
R00980,IT Services,52,2024-10,42156.84,41380.41,38,21,35925.23,6170.86,0
R00981,Logistics,39,2024-09,31062.55,28902.57,31,29,52315.57,26.67,0
R00982,Manufacturing,106,2025-01,80032.58,60071.23,18,45,42708.89,1393.2,0
R00983,IT Services,74,2025-02,51828.42,53902.17,12,13,21592.05,957.88,0
R00984,IT Services,6,2024-04,4872.12,4683.14,38,20,47813.28,1917.08,0
R00985,IT Services,113,2024-05,102045.84,83222.02,18,42,37133.96,1954.25,0
R00986,Logistics,118,2024-10,95945.85,79453.82,68,30,55282.05,151.2,0
R00987,Healthcare,53,2025-06,56328.34,55351.31,14,39,47297.13,0,0
R00988,Logistics,71,2024-01,67716.95,48295.88,44,10,29204.04,6668.4,0
R00989,Healthcare,88,2025-03,65491.37,41467.51,51,21,60379.63,0,0
R00990,IT Services,28,2024-05,14134.68,12105.78,59,38,28524.88,0,0
R00991,IT Services,70,2025-01,78651.56,48915.87,56,22,25010.88,3797.23,1
R00992,Hospitality,30,2025-07,24247.02,21274.72,60,43,38285.94,0,0
R00993,Retail,60,2025-04,45127.54,41841.11,50,1,73954.85,489.28,1
R00994,Logistics,48,2025-03,61087.22,65076.97,36,51,61513.19,6993.83,0
R00995,Retail,101,2025-02,78118.4,48708.39,28,9,37285.33,4606.46,0
R00996,Logistics,9,2025-02,30591.32,20073.48,46,29,3674.68,8320.54,0
R00997,Hospitality,82,2024-06,89307.39,59057.14,30,33,0,0,0
R00998,Logistics,106,2024-06,87035.72,85755.43,31,36,26202.49,3081.64,0
R00999,IT Services,41,2024-06,42882.29,45148.92,58,29,0,7891.97,0
R01000,IT Services,57,2024-01,53571.4,43357.08,80,25,5522.27,0,0
R01001,Retail,12,2025-01,26233.97,22338.6,64,57,22827.27,2961.36,0
R01002,IT Services,38,2024-12,29586.33,22879.44,31,28,59617.54,4252.55,0
R01003,Logistics,119,2024-11,101325.14,68911.72,51,43,39213.62,0,0
R01004,Manufacturing,82,2025-08,72000.98,48325.06,43,35,34462.44,1529.18,0
R01005,Hospitality,118,2024-10,86723.53,78124.98,41,25,47394.31,8025.97,0
R01006,IT Services,21,2024-01,27455.36,15941.62,20,48,0,329.6,0
